name,module,path,p1Path,p2Path,module_type
"M00930  Menaquinone biosynthesis, futalosine pathway [PATH:map00130 map01240 map01100]",M00930 ,map00130 map01240 map01100,Cofactor and vitamin metabolism,Energy metabolism,pathway
"M00931  Menaquinone biosynthesis, modified futalosine pathway [PATH:map00130 map01240 map01100]",M00931 ,map00130 map01240 map01100,Cofactor and vitamin metabolism,Energy metabolism,pathway
"M00932  Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol [PATH:map00130 map01240 map01100 map01110]",M00932 ,map00130 map01240 map01100 map01110,Cofactor and vitamin metabolism,Energy metabolism,pathway
"M00112  Tocopherol/tocotorienol biosynthesis, homogentisate + phytyl/geranylgeranyl-PP => tocopherol/tocotorienol [PATH:map00130 map01240 map01100 map01110]",M00112 ,map00130 map01240 map01100 map01110,Cofactor and vitamin metabolism,Energy metabolism,pathway
"M00933  Plastoquinone biosynthesis, homogentisate + solanesyl-PP => plastoquinol [PATH:map00130 map01240 map01100 map01110]",M00933 ,map00130 map01240 map01100 map01110,Cofactor and vitamin metabolism,Energy metabolism,pathway
"M00095  C5 isoprenoid biosynthesis, mevalonate pathway [PATH:map00900 map01100 map01110]",M00095 ,map00900 map01100 map01110,Terpenoid backbone biosynthesis,Energy metabolism,pathway
"M00849  C5 isoprenoid biosynthesis, mevalonate pathway, archaea [PATH:map00900 map01100 map01110]",M00849 ,map00900 map01100 map01110,Terpenoid backbone biosynthesis,Energy metabolism,pathway
"M00096  C5 isoprenoid biosynthesis, non-mevalonate pathway [PATH:map00900 map01100 map01110]",M00096 ,map00900 map01100 map01110,Terpenoid backbone biosynthesis,Energy metabolism,pathway
"M00364  C10-C20 isoprenoid biosynthesis, bacteria [PATH:map00900 map01100 map01110]",M00364 ,map00900 map01100 map01110,Terpenoid backbone biosynthesis,Energy metabolism,pathway
"M00365  C10-C20 isoprenoid biosynthesis, archaea [PATH:map00900 map01100 map01110]",M00365 ,map00900 map01100 map01110,Terpenoid backbone biosynthesis,Energy metabolism,pathway
"M00366  C10-C20 isoprenoid biosynthesis, plants [PATH:map00900 map01100 map01110]",M00366 ,map00900 map01100 map01110,Terpenoid backbone biosynthesis,Energy metabolism,pathway
"M00367  C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map00900 map01100 map01110]",M00367 ,map00900 map01100 map01110,Terpenoid backbone biosynthesis,Energy metabolism,pathway
"M00097  beta-Carotene biosynthesis, GGAP => beta-carotene [PATH:map00906 map01100 map01110]",M00097 ,map00906 map01100 map01110,Plant terpenoid biosynthesis,Energy metabolism,pathway
"M00372  Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map00906 map01100 map01110]",M00372 ,map00906 map01100 map01110,Plant terpenoid biosynthesis,Energy metabolism,pathway
"M00371  Castasterone biosynthesis, campesterol => castasterone [PATH:map00905 map01100 map01110]",M00371 ,map00905 map01100 map01110,Plant terpenoid biosynthesis,Energy metabolism,pathway
"M00927  Gibberellin A12 biosynthesis, GAPP => GA12 [PATH:map00904 map01100 map01110]",M00927 ,map00904 map01100 map01110,Plant terpenoid biosynthesis,Energy metabolism,pathway
"M00928  Gibberellin A4/A1 biosynthesis, GA12 => GA4 / GA53 => GA1 [PATH:map00904 map01100 map01110]",M00928 ,map00904 map01100 map01110,Plant terpenoid biosynthesis,Energy metabolism,pathway
"M00929  Gibberellin A1 biosynthesis, GGPP => GA1 [PATH:map00904 map01100 map01110]",M00929 ,map00904 map01100 map01110,Plant terpenoid biosynthesis,Energy metabolism,pathway
"M00773  Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin [PATH:map00522 map01100 map01110]",M00773 ,map00522 map01100 map01110,Macrolide biosynthesis,Energy metabolism,pathway
"M00934  Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II [PATH:map00522 map01100 map01110]",M00934 ,map00522 map01100 map01110,Macrolide biosynthesis,Energy metabolism,pathway
"M00774  Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B [PATH:map00522 map01100 map01110]",M00774 ,map00522 map01100 map01110,Macrolide biosynthesis,Energy metabolism,pathway
"M00775  Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin [PATH:map00522 map01100 map01110]",M00775 ,map00522 map01100 map01110,Macrolide biosynthesis,Energy metabolism,pathway
"M00776  Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin [PATH:map00522 map01100 map01110]",M00776 ,map00522 map01100 map01110,Macrolide biosynthesis,Energy metabolism,pathway
"M00777  Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b [PATH:map00522 map01100 map01110]",M00777 ,map00522 map01100 map01110,Macrolide biosynthesis,Energy metabolism,pathway
"M00824  9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core [PATH:map01059 map01100 map01110]",M00824 ,map01059 map01100 map01110,Enediyne biosynthesis,Energy metabolism,pathway
"M00825  10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core [PATH:map01059 map01100 map01110]",M00825 ,map01059 map01100 map01110,Enediyne biosynthesis,Energy metabolism,pathway
"M00826  C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA [PATH:map01059 map01100 map01110]",M00826 ,map01059 map01100 map01110,Enediyne biosynthesis,Energy metabolism,pathway
"M00827  C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP [PATH:map01059 map01100 map01110]",M00827 ,map01059 map01100 map01110,Enediyne biosynthesis,Energy metabolism,pathway
"M00828  Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP [PATH:map01059 map01100 map01110]",M00828 ,map01059 map01100 map01110,Enediyne biosynthesis,Energy metabolism,pathway
"M00829  3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA [PATH:map01059 map01100 map01110]",M00829 ,map01059 map01100 map01110,Enediyne biosynthesis,Energy metabolism,pathway
"M00830  Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA [PATH:map01059 map01100 map01110]",M00830 ,map01059 map01100 map01110,Enediyne biosynthesis,Energy metabolism,pathway
"M00831  Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA [PATH:map01059 map01100 map01110]",M00831 ,map01059 map01100 map01110,Enediyne biosynthesis,Energy metabolism,pathway
"M00832  Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP [PATH:map01059 map01100 map01110]",M00832 ,map01059 map01100 map01110,Enediyne biosynthesis,Energy metabolism,pathway
"M00834  Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP [PATH:map01059 map01100 map01110]",M00834 ,map01059 map01100 map01110,Enediyne biosynthesis,Energy metabolism,pathway
"M00833  Calicheamicin biosynthesis, calicheamicinone => calicheamicin [PATH:map01059 map01100 map01110]",M00833 ,map01059 map01100 map01110,Enediyne biosynthesis,Energy metabolism,pathway
"M00778  Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide [PATH:map01056 map00253 map01100 map01110]",M00778 ,map01056 map00253 map01100 map01110,Type II polyketide biosynthesis,Energy metabolism,pathway
"M00779  Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin [PATH:map01057 map01100 map01110]",M00779 ,map01057 map01100 map01110,Type II polyketide biosynthesis,Energy metabolism,pathway
"M00780  Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline [PATH:map00253 map01057 map01100 map01110]",M00780 ,map00253 map01057 map01100 map01110,Type II polyketide biosynthesis,Energy metabolism,pathway
"M00823  Chlortetracycline biosynthesis, pretetramide => chlortetracycline [PATH:map00253 map01057 map01100 map01110]",M00823 ,map00253 map01057 map01100 map01110,Type II polyketide biosynthesis,Energy metabolism,pathway
"M00781  Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone [PATH:map01057 map01100 map01110]",M00781 ,map01057 map01100 map01110,Type II polyketide biosynthesis,Energy metabolism,pathway
"M00782  Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin [PATH:map01057 map01100 map01110]",M00782 ,map01057 map01100 map01110,Type II polyketide biosynthesis,Energy metabolism,pathway
"M00783  Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C [PATH:map01057 map01100 map01110]",M00783 ,map01057 map01100 map01110,Type II polyketide biosynthesis,Energy metabolism,pathway
"M00784  Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A [PATH:map01057 map01100 map01110]",M00784 ,map01057 map01100 map01110,Type II polyketide biosynthesis,Energy metabolism,pathway
M00793  dTDP-L-rhamnose biosynthesis [PATH:map00521 map00523 map00541 map01250 map01100 map01110],M00793 ,map00521 map00523 map00541 map01250 map01100 map01110,Polyketide sugar unit biosynthesis,Energy metabolism,pathway
M00794  dTDP-6-deoxy-D-allose biosynthesis [PATH:map00523 map01250 map01100 map01110],M00794 ,map00523 map01250 map01100 map01110,Polyketide sugar unit biosynthesis,Energy metabolism,pathway
M00795  dTDP-beta-L-noviose biosynthesis [PATH:map00523 map01250 map01100 map01110],M00795 ,map00523 map01250 map01100 map01110,Polyketide sugar unit biosynthesis,Energy metabolism,pathway
M00796  dTDP-D-mycaminose biosynthesis [PATH:map00523 map01250 map01100 map01110],M00796 ,map00523 map01250 map01100 map01110,Polyketide sugar unit biosynthesis,Energy metabolism,pathway
M00797  dTDP-D-desosamine biosynthesis [PATH:map00523 map01250 map01100 map01110],M00797 ,map00523 map01250 map01100 map01110,Polyketide sugar unit biosynthesis,Energy metabolism,pathway
M00798  dTDP-L-mycarose biosynthesis [PATH:map00523 map01250 map01100 map01110],M00798 ,map00523 map01250 map01100 map01110,Polyketide sugar unit biosynthesis,Energy metabolism,pathway
M00799  dTDP-L-oleandrose biosynthesis [PATH:map00523 map01250 map01100 map01110],M00799 ,map00523 map01250 map01100 map01110,Polyketide sugar unit biosynthesis,Energy metabolism,pathway
M00800  dTDP-L-megosamine biosynthesis [PATH:map00523 map01250 map01100 map01110],M00800 ,map00523 map01250 map01100 map01110,Polyketide sugar unit biosynthesis,Energy metabolism,pathway
M00801  dTDP-L-olivose biosynthesis [PATH:map00523 map01250 map01100 map01110],M00801 ,map00523 map01250 map01100 map01110,Polyketide sugar unit biosynthesis,Energy metabolism,pathway
M00802  dTDP-D-forosamine biosynthesis [PATH:map00523 map01250 map01100 map01110],M00802 ,map00523 map01250 map01100 map01110,Polyketide sugar unit biosynthesis,Energy metabolism,pathway
M00803  dTDP-D-angolosamine biosynthesis [PATH:map00523 map01250 map01100 map01110],M00803 ,map00523 map01250 map01100 map01110,Polyketide sugar unit biosynthesis,Energy metabolism,pathway
"M00039  Monolignol biosynthesis, phenylalanine/tyrosine => monolignol [PATH:map00940 map01100 map01110]",M00039 ,map00940 map01100 map01110,Biosynthesis of phytochemical compounds,Energy metabolism,pathway
"M00137  Flavanone biosynthesis, phenylalanine => naringenin [PATH:map00940 map00941 map01100 map01110]",M00137 ,map00940 map00941 map01100 map01110,Biosynthesis of phytochemical compounds,Energy metabolism,pathway
"M00940  Flavanone biosynthesis, p-coumaroyl-CoA => liquiritigenin [PATH:map00941 map01100 map01110]",M00940 ,map00941 map01100 map01110,Biosynthesis of phytochemical compounds,Energy metabolism,pathway
"M00138  Flavonoid biosynthesis, naringenin => pelargonidin [PATH:map00941 map01100 map01110]",M00138 ,map00941 map01100 map01110,Biosynthesis of phytochemical compounds,Energy metabolism,pathway
"M00941  Isoflavone biosynthesis, liquiritigenin => daidzein / naringenin => genistein [PATH:map00943 map01100 map01110]",M00941 ,map00943 map01100 map01110,Biosynthesis of phytochemical compounds,Energy metabolism,pathway
"M00942  Pterocarpan biosynthesis, daidzein => medicarpin [PATH:map00943 map01100 map01110]",M00942 ,map00943 map01100 map01110,Biosynthesis of phytochemical compounds,Energy metabolism,pathway
"M00943  Reticuline biosynthesis, dopamine + 4HPAA => (S)-reticuline [PATH:map00950 map01100 map01110]",M00943 ,map00950 map01100 map01110,Biosynthesis of phytochemical compounds,Energy metabolism,pathway
"M00944  Morphine biosynthesis, (S)-reticuline => morphine [PATH:map00950 map01100 map01110]",M00944 ,map00950 map01100 map01110,Biosynthesis of phytochemical compounds,Energy metabolism,pathway
"M00945  Sanguinarine biosynthesis, (S)-reticuline => sanguinarine [PATH:map00950 map01100 map01110]",M00945 ,map00950 map01100 map01110,Biosynthesis of phytochemical compounds,Energy metabolism,pathway
"M00946  Noscapine biosynthesis, (S)-reticuline => noscapine [PATH:map00950 map01100 map01110]",M00946 ,map00950 map01100 map01110,Biosynthesis of phytochemical compounds,Energy metabolism,pathway
"M00370  Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map00380 map00966 map01210 map01100 map01110]",M00370 ,map00380 map00966 map01210 map01100 map01110,Biosynthesis of phytochemical compounds,Energy metabolism,pathway
"M00900  Cronin biosynthesis, zeaxanthin => crocin [PATH:map00999 map01100 map01110]",M00900 ,map00999 map01100 map01110,Biosynthesis of phytochemical compounds,Energy metabolism,pathway
"M00894  Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol [PATH:map00999 map01100 map01110]",M00894 ,map00999 map01100 map01110,Biosynthesis of phytochemical compounds,Energy metabolism,pathway
"M00902  Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin [PATH:map00998 map01100 map01110]",M00902 ,map00998 map01100 map01110,Biosynthesis of phytochemical compounds,Energy metabolism,pathway
"M00672  Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin [PATH:map00311 map01100 map01110]",M00672 ,map00311 map01100 map01110,Biosynthesis of beta-lactams,Energy metabolism,pathway
"M00673  Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C [PATH:map00311 map01100 map01110]",M00673 ,map00311 map01100 map01110,Biosynthesis of beta-lactams,Energy metabolism,pathway
"M00675  Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate [PATH:map00332 map01100 map01110]",M00675 ,map00332 map01100 map01110,Biosynthesis of beta-lactams,Energy metabolism,pathway
"M00736  Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A [PATH:map00261 map01100 map01110]",M00736 ,map00261 map01100 map01110,Biosynthesis of beta-lactams,Energy metabolism,pathway
"M00674  Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate [PATH:map00331 map01100 map01110]",M00674 ,map00331 map01100 map01110,Biosynthesis of beta-lactams,Energy metabolism,pathway
M00877  Kanosamine biosynthesis glucose 6-phosphate => kanosamine [PATH:map00998 map01100 map01110],M00877 ,map00998 map01100 map01110,Biosynthesis of other antibiotics,Energy metabolism,pathway
"M00889  Puromycin biosynthesis, ATP => puromycin [PATH:map00998 map01100 map01110]",M00889 ,map00998 map01100 map01110,Biosynthesis of other antibiotics,Energy metabolism,pathway
"M00815  Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A [PATH:map00525 map01100 map01110]",M00815 ,map00525 map01100 map01110,Biosynthesis of other antibiotics,Energy metabolism,pathway
"M00904  Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C [PATH:map00997 map01100 map01110]",M00904 ,map00997 map01100 map01110,Biosynthesis of other antibiotics,Energy metabolism,pathway
"M00785  Cycloserine biosynthesis, arginine/serine => cycloserine [PATH:map00997 map01100 map01110]",M00785 ,map00997 map01100 map01110,Biosynthesis of other antibiotics,Energy metabolism,pathway
"M00787  Bacilysin biosynthesis, prephenate => bacilysin [PATH:map00998 map01100 map01110]",M00787 ,map00998 map01100 map01110,Biosynthesis of other antibiotics,Energy metabolism,pathway
"M00848  Aurachin biosynthesis, anthranilate => aurachin A [PATH:map00998 map01100 map01110]",M00848 ,map00998 map01100 map01110,Biosynthesis of other antibiotics,Energy metabolism,pathway
"M00788  Terpentecin biosynthesis, GGAP => terpentecin [PATH:map00999 map01100 map01110]",M00788 ,map00999 map01100 map01110,Biosynthesis of other antibiotics,Energy metabolism,pathway
"M00819  Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone [PATH:map00999 map01100 map01110]",M00819 ,map00999 map01100 map01110,Biosynthesis of other antibiotics,Energy metabolism,pathway
"M00903  Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin [PATH:map00998 map01100 map01110]",M00903 ,map00998 map01100 map01110,Biosynthesis of other antibiotics,Energy metabolism,pathway
"M00890  Roseoflavin biosynthesis, FMN => roseoflavin [PATH:map00997 map01100 map01110]",M00890 ,map00997 map01100 map01110,Biosynthesis of other antibiotics,Energy metabolism,pathway
"M00661  Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline [PATH:map00403 map01100 map01110]",M00661 ,map00403 map01100 map01110,Biosynthesis of other fungal compounds,Energy metabolism,pathway
"M00786  Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A [PATH:map00404 map01100 map01110]",M00786 ,map00404 map01100 map01110,Biosynthesis of other fungal compounds,Energy metabolism,pathway
"M00937  Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1 [PATH:map00254 map01100 map01110]",M00937 ,map00254 map01100 map01110,Biosynthesis of other fungal compounds,Energy metabolism,pathway
"M00893  Lovastatin biosynthesis, malonyl-CoA => lovastatin acid [PATH:map00999 map01100 map01110]",M00893 ,map00999 map01100 map01110,Biosynthesis of other fungal compounds,Energy metabolism,pathway
"M00891  Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline [PATH:map00998 map01100 map01110]",M00891 ,map00998 map01100 map01110,Biosynthesis of other fungal compounds,Energy metabolism,pathway
"M00901  Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline [PATH:map00998 map01100 map01110]",M00901 ,map00998 map01100 map01110,Biosynthesis of other fungal compounds,Energy metabolism,pathway
"M00814  Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose [PATH:map00525 map01100 map01110]",M00814 ,map00525 map01100 map01110,Biosynthesis of other bacterial compounds,Energy metabolism,pathway
"M00789  Rebeccamycin biosynthesis, tryptophan => rebeccamycin [PATH:map00404 map01100 map01110]",M00789 ,map00404 map01100 map01110,Biosynthesis of other bacterial compounds,Energy metabolism,pathway
"M00790  Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin [PATH:map00404 map01100 map01110]",M00790 ,map00404 map01100 map01110,Biosynthesis of other bacterial compounds,Energy metabolism,pathway
"M00805  Staurosporine biosynthesis, tryptophan => staurosporine [PATH:map00404 map01100 map01110]",M00805 ,map00404 map01100 map01110,Biosynthesis of other bacterial compounds,Energy metabolism,pathway
"M00808  Violacein biosynthesis, tryptophan => violacein [PATH:map00404 map01100 map01110]",M00808 ,map00404 map01100 map01110,Biosynthesis of other bacterial compounds,Energy metabolism,pathway
"M00835  Pyocyanine biosynthesis, chorismate => pyocyanine [PATH:map00405 map01100 map01110]",M00835 ,map00405 map01100 map01110,Biosynthesis of other bacterial compounds,Energy metabolism,pathway
"M00837  Prodigiosin biosynthesis, L-proline => prodigiosin [PATH:map00333 map01100 map01110]",M00837 ,map00333 map01100 map01110,Biosynthesis of other bacterial compounds,Energy metabolism,pathway
"M00838  Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin [PATH:map00333 map01100 map01110]",M00838 ,map00333 map01100 map01110,Biosynthesis of other bacterial compounds,Energy metabolism,pathway
"M00921  Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin [PATH:map00900 map00999 map01100 map01110]",M00921 ,map00900 map00999 map01100 map01110,Biosynthesis of other bacterial compounds,Energy metabolism,pathway
"M00905  Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B [PATH:map00997 map01100 map01110]",M00905 ,map00997 map01100 map01110,Biosynthesis of other bacterial compounds,Energy metabolism,pathway
"M00876  Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A [PATH:map00997 map01100 map01110]",M00876 ,map00997 map01100 map01110,Biosynthesis of other bacterial compounds,Energy metabolism,pathway
"M00875  Staphyloferrin B biosynthesis, L-serine => staphyloferrin B [PATH:map00997 map01100 map01110]",M00875 ,map00997 map01100 map01110,Biosynthesis of other bacterial compounds,Energy metabolism,pathway
"M00918  Aerobactin biosynthesis, lysine => aerobactin [PATH:map00997 map01100 map01110]",M00918 ,map00997 map01100 map01110,Biosynthesis of other bacterial compounds,Energy metabolism,pathway
"M00906  Ethynylserine biosynthesis, lysine => ethynylserine [PATH:map00997 map01100 map01110]",M00906 ,map00997 map01100 map01110,Biosynthesis of other bacterial compounds,Energy metabolism,pathway
"M00538  Toluene degradation, toluene => benzoate [PATH:map00623 map01220 map01100 map01120]",M00538 ,map00623 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00537  Xylene degradation, xylene => methylbenzoate [PATH:map00622 map01220 map01100 map01120]",M00537 ,map00622 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00419  Cymene degradation, p-cymene => p-cumate [PATH:map00622 map01220 map01100 map01120]",M00419 ,map00622 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00547  Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol [PATH:map00361 map00362 map00623 map01220 map01100 map01120]",M00547 ,map00361 map00362 map00623 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00548  Benzene degradation, benzene => catechol [PATH:map00361 map00362 map01220 map01100 map01120]",M00548 ,map00361 map00362 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00551  Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol [PATH:map00362 map00622 map01220 map01100 map01120]",M00551 ,map00362 map00622 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00637  Anthranilate degradation, anthranilate => catechol [PATH:map00627 map01100 map01120]",M00637 ,map00627 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00568  Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map00362 map01220 map01100 map01120]",M00568 ,map00362 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00569  Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA [PATH:map00362 map00622 map01220 map01100 map01120]",M00569 ,map00362 map00622 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00539  Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate [PATH:map00622 map01220 map01100 map01120]",M00539 ,map00622 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00543  Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate [PATH:map00621 map01220 map01100 map01120]",M00543 ,map00621 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00544  Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate [PATH:map00621 map01220 map01100 map01120]",M00544 ,map00621 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00418  Toluene degradation, anaerobic, toluene => benzoyl-CoA [PATH:map00623 map01220 map01100 map01120]",M00418 ,map00623 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00541  Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA [PATH:map00362 map01220 map01100 map01120]",M00541 ,map00362 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00540  Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA [PATH:map00362 map01220 map01100 map01120]",M00540 ,map00362 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00534  Naphthalene degradation, naphthalene => salicylate [PATH:map00626 map01220 map01100 map01120]",M00534 ,map00626 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00638  Salicylate degradation, salicylate => gentisate [PATH:map00626 map01100 map01120]",M00638 ,map00626 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00624  Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate [PATH:map00624 map01220 map01100 map01120]",M00624 ,map00624 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00623  Phthalate degradation, phthalate => protocatechuate [PATH:map00624 map01220 map01100 map01120]",M00623 ,map00624 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00636  Phthalate degradation, phthalate => protocatechuate [PATH:map00624 map01220 map01100 map01120]",M00636 ,map00624 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00878  Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA [PATH:map00360 map01100 map01120]",M00878 ,map00360 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00545  Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA [PATH:map00360 map01220 map01100 map01120]",M00545 ,map00360 map01220 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00915  Caffeine degradation, caffeine => xanthine [PATH:map00232 map01100 map01120]",M00915 ,map00232 map01100 map01120,Aromatics degradation,Energy metabolism,pathway
"M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map00010 map01200 map01100]",M00001 ,map00010 map01200 map01100,Central carbohydrate metabolism,Lipid metabolism,pathway
"M00002  Glycolysis, core module involving three-carbon compounds [PATH:map00010 map01200 map01230 map01100]",M00002 ,map00010 map01200 map01230 map01100,Central carbohydrate metabolism,Lipid metabolism,pathway
"M00003  Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00010 map00020 map01100]",M00003 ,map00010 map00020 map01100,Central carbohydrate metabolism,Lipid metabolism,pathway
"M00307  Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00010 map00020 map00620 map01200 map01100]",M00307 ,map00010 map00020 map00620 map01200 map01100,Central carbohydrate metabolism,Lipid metabolism,pathway
"M00009  Citrate cycle (TCA cycle, Krebs cycle) [PATH:map00020 map01200 map01100]",M00009 ,map00020 map01200 map01100,Central carbohydrate metabolism,Lipid metabolism,pathway
"M00010  Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map00020 map01200 map01210 map01230 map01100]",M00010 ,map00020 map01200 map01210 map01230 map01100,Central carbohydrate metabolism,Lipid metabolism,pathway
"M00011  Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map00020 map01200 map01100]",M00011 ,map00020 map01200 map01100,Central carbohydrate metabolism,Lipid metabolism,pathway
M00004  Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map00030 map01200 map01100 map01120],M00004 ,map00030 map01200 map01100 map01120,Central carbohydrate metabolism,Lipid metabolism,pathway
